10/17/2022,Envoi - VFC ***BvR  ,110.00,,1882.23,Fixe,Allocations filles
10/17/2022,Envoi - VFC ***NkW  ,85.00,,1797.23,Fixe,Allocations filles
10/17/2022,COSTCO ESSENCE      ,83.19,,1714.04,Variable,Essence
10/17/2022,LQ261 TFR-DE 3296586,,83.19,1797.23,Ignoree
10/17/2022,LQ263 TFR-DE 6070557,,11.05,1808.28,Ignoree
10/17/2022,Envoi - VFC ***2JQ  ,75.00,,1733.28,Fixe,Allocation filles
10/18/2022,VIDEOTRON LTEE   FAC,380.45,,1352.83,Fixe,Videotron
10/20/2022,HM334 TFR-DE 6478799,,1831.00,3183.83,Ignoree
10/20/2022,HM341 TFR-DE 6478799,,1000.00,4183.83,Ignoree
10/20/2022,Envoi - VFC ***Mjw  ,75.00,,4108.83,Fixe,Epargne
10/20/2022,IR213 TFR-DE 3296586,,2223.72,6332.55,Ignoree
10/20/2022,UNIV MONTR   X2U2W7 ,2223.72,,4108.83,Fixe,Ecole
10/24/2022,Envoi - VFC ***mfu  ,110.00,,3998.83,Fixe,Allocations filles
10/24/2022,Envoi - VFC ***cVC  ,85.00,,3913.83,Fixe,Allocations filles
10/24/2022,PMT PRET   329658601,1238.13,,2675.70,Fixe,Hypotheque
10/26/2022,HYDROSOLUTN  JA#018 ,17.01,,2658.69,Fixe,Chauffe eau
10/26/2022,HL290 TFR-DE 6478799,,1831.00,4489.69,Ignoree
10/27/2022,CSS GRNDSEIG J5K3H8 ,288.28,,4201.41,Fixe,Maison
10/27/2022,Envoi - VFC ***9GU  ,75.00,,4126.41,Fixe,Epargne
10/28/2022,CHQ#00091-0148212143,130.00,,3996.41,Fixe,Menage
10/31/2022,Recept - VFC ***tr7 ,,15.00,4011.41,Ignoree
10/31/2022,UQ452 TFR-A  6478799,15.00,,3996.41,Ignoree
10/31/2022,Envoi - VFC ***s9r  ,85.00,,3911.41,Fixe,Allocations filles
10/31/2022,Envoi - VFC ***dpc  ,110.00,,3801.41,Fixe,Allocations filles
10/31/2022,FRAIS MENSUEL COMPTE,16.95,,3784.46,Fixe,Frais bancaires
11/01/2022,WW495 TFR-DE 6070557,,11.05,3795.51,Ignoree
11/01/2022,SANI SPORT  PRE  DIV,150.00,,3645.51,Fixe,Sports
11/03/2022,HM370 TFR-DE 6478799,,1831.00,5476.51,Ignoree
11/03/2022,Envoi - VFC ***mPY  ,75.00,,5401.51,Fixe,Epargne
11/04/2022,HYDRO-QUEBEC     FAC,426.61,,4974.90,Fixe,Hydro
11/07/2022,Envoi - VFC ***Ctn  ,110.00,,4864.90,Fixe,Allocations filles
11/07/2022,Envoi - VFC ***F3H  ,85.00,,4779.90,Fixe,Allocations filles
11/07/2022,PMT PRET   329658601,1238.13,,3541.77,Fixe,Hypotheque
11/07/2022,TD Ins/TD Assur  ASS,226.42,,3315.35,Fixe,Assurance Habitation/Auto
11/07/2022,CANVIE-ING       ASS,68.39,,3246.96,Fixe,Assurance Vie
11/08/2022,WW593 TFR-DE 6478799,,1831.00,5077.96,Ignoree
11/10/2022,Envoi - VFC ***xuv  ,75.00,,5002.96,Fixe,Epargne
11/14/2022,Envoi - VFC ***zvs  ,13.00,,4989.96,Fixe,Allocations filles
11/14/2022,Envoi - VFC ***HNw  ,87.00,,4902.96,Variable,IGNORER
11/14/2022,Envoi - VFC ***RNH  ,85.00,,4817.96,Fixe,Allocations filles
11/14/2022,GWL 1115759      ASS,39.24,,4778.72,Fixe,Assurance Invalidite
11/14/2022,TD Ins/TD Assur  ASS,68.32,,4710.40,Fixe,Assurance Habitation/Auto
11/14/2022,TD Ins/TD Assur  ASS,80.44,,4629.96,Fixe,Assurance Habitation/Auto
11/14/2022,BQE DE MONTREAL PRET,377.71,,4252.25,Fixe,Pret Auto
11/14/2022,VERSEMENT PRET  PRET,670.46,,3581.79,Fixe,Pret Auto
11/14/2022,CHQ#00092-3143267573,130.00,,3451.79,Fixe,Menage
11/17/2022,HC210 TFR-DE 6478799,,1831.00,5282.79,Ignoree
11/17/2022,Envoi - VFC ***VYR  ,75.00,,5207.79,Fixe,Epargne
11/18/2022,VIDEOTRON LTEE   FAC,306.29,,4901.50,Fixe,Videotron
11/21/2022,Envoi - VFC ***SPK  ,85.00,,4816.50,Fixe,Allocations filles
11/21/2022,Envoi - VFC ***hM3  ,110.00,,4706.50,Fixe,Allocations filles
11/21/2022,PMT PRET   329658601,1238.13,,3468.37,Fixe,Hypotheque
11/22/2022,WU235 TFR-DE 6478799,,1831.00,5299.37,Ignoree
11/24/2022,SAAQ-IMMATRI X8K6X2 ,224.64,,5074.73,Fixe,Immatriculations
11/24/2022,Envoi - VFC ***3Mx  ,225.00,,4849.73,Ignoree
11/24/2022,Envoi - VFC ***s9z  ,75.00,,4774.73,Fixe,Epargne
11/28/2022,Envoi - VFC ***pFb  ,360.00,,4414.73,Ignoree
11/28/2022,Envoi - VFC ***zVH  ,110.00,,4304.73,Fixe,Allocations filles
11/28/2022,HYDROSOLUTN  JA#019 ,17.01,,4287.72,Fixe,Chauffe eau
11/28/2022,CHQ#00093-2141446057,130.00,,4157.72,Fixe,Menage
11/30/2022,FRAIS MENSUEL COMPTE,16.95,,4140.77,Fixe,Frais bancaires
12/01/2022,HG494 TFR-DE 6478799,,1831.00,5971.77,Ignoree
12/01/2022,Envoi - VFC ***M45  ,75.00,,5896.77,Fixe,Epargne
12/01/2022,SANI SPORT  PRE  DIV,150.00,,5746.77,Fixe,Sports
12/02/2022,HYDRO-QUEBEC     FAC,426.61,,5320.16,Fixe,Hydro
12/05/2022,Envoi - VFC ***Pbs  ,110.00,,5210.16,Fixe,Allocations filles
12/05/2022,Envoi - VFC ***55z  ,85.00,,5125.16,Fixe,Allocations filles
12/05/2022,PMT PRET   329658601,1238.13,,3887.03,Fixe,Hypotheque
12/05/2022,TD Ins/TD Assur  ASS,226.50,,3660.53,Fixe,Assurance Habitation/Auto
12/06/2022,SAAQ-PERMIS  Z2Q6Y4 ,24.75,,3635.78,Fixe,Immatriculations
12/06/2022,ELODIE FOURNIER     ,110.00,,3525.78,Variable,Soins médicaux
12/06/2022,CANVIE-ING       ASS,68.39,,3457.39,Fixe,Assurance Vie
12/07/2022,WP093 TFR-DE 6478799,,110.00,3567.39,Ignoree
12/07/2022,WP095 TFR-DE 6478799,,1831.00,5398.39,Ignoree
12/08/2022,Envoi - VFC ***tAR  ,75.00,,5323.39,Fixe,Epargne
12/12/2022,Envoi - VFC ***qdn  ,385.00,,4938.39,Ignoree
12/12/2022,Envoi - VFC ***D5k  ,110.00,,4828.39,Fixe,Allocations filles
12/12/2022,BQE DE MONTREAL PRET,377.71,,4450.68,Fixe,Pret Auto
12/12/2022,CHQ#00094-3141216839,130.00,,4320.68,Fixe,Menage
12/13/2022,GWL 1115759      ASS,39.24,,4281.44,Fixe,Assurance Invalidite
12/13/2022,TD Ins/TD Assur  ASS,68.32,,4213.12,Fixe,Assurance Habitation/Auto
12/13/2022,TD Ins/TD Assur  ASS,80.44,,4132.68,Fixe,Assurance Habitation/Auto
12/13/2022,VERSEMENT PRET  PRET,670.46,,3462.22,Fixe,Pret Auto
12/15/2022,HN211 TFR-DE 6478799,,1831.00,5293.22,Ignoree
12/15/2022,HN212 TFR-DE 6478799,,300.00,5593.22,Ignoree
